id,model,partner_id:id,amount_currency,currency_id:id
str,str,search;vat,str,ref
aml_cicsa_2703,account.move.line,VEJ303900909,,
aml_cicsa_2704,account.move.line,VEJ303900909,,
aml_cicsa_2705,account.move.line,VEJ303900909,,
aml_cicsa_2706,account.move.line,VEJ303900909,,
aml_cicsa_2707,account.move.line,VEJ303900909,,
aml_cicsa_2708,account.move.line,VEJ000815747,,
aml_cicsa_2709,account.move.line,VEJ000815747,,
aml_cicsa_2710,account.move.line,VEG200100141,,
aml_cicsa_2711,account.move.line,VEG200100141,,
aml_cicsa_2712,account.move.line,VEJ301406834,,
aml_cicsa_2713,account.move.line,VEJ301406834,,
aml_cicsa_2714,account.move.line,VEJ310931828,,
aml_cicsa_2715,account.move.line,VEJ310931828,,
aml_cicsa_2716,account.move.line,VEJ303072488,,
aml_cicsa_2717,account.move.line,VEJ303072488,,
aml_cicsa_2718,account.move.line,VEJ303388078,,
aml_cicsa_2719,account.move.line,VEJ303388078,,
aml_cicsa_2720,account.move.line,VEJ306203117,,
aml_cicsa_2721,account.move.line,VEJ306203117,,
aml_cicsa_2722,account.move.line,VEJ306203117,,
aml_cicsa_2723,account.move.line,VEJ306203117,,
aml_cicsa_2724,account.move.line,VEJ306203117,,
aml_cicsa_2725,account.move.line,VEJ306203117,,
aml_cicsa_2726,account.move.line,VEJ313897051,,
aml_cicsa_2727,account.move.line,VEJ313897051,,
aml_cicsa_2728,account.move.line,VEJ313897051,,
aml_cicsa_2729,account.move.line,VEJ313897051,,
aml_cicsa_2730,account.move.line,VEJ001241345,,
aml_cicsa_2731,account.move.line,VEJ001241345,,
aml_cicsa_2732,account.move.line,VEJ001241345,,
aml_cicsa_2733,account.move.line,VEJ001241345,,
aml_cicsa_2734,account.move.line,VEJ001241345,,
aml_cicsa_2735,account.move.line,VEJ001241345,,
aml_cicsa_2736,account.move.line,VEJ001241345,,
aml_cicsa_2737,account.move.line,VEJ001241345,,
aml_cicsa_2738,account.move.line,VEJ300004937,,
aml_cicsa_2739,account.move.line,VEJ300004937,,
aml_cicsa_2740,account.move.line,VEJ300004937,,
aml_cicsa_2741,account.move.line,VEJ300004937,,
aml_cicsa_2742,account.move.line,VEJ306203117,,
aml_cicsa_2743,account.move.line,VEJ306203117,,
aml_cicsa_2744,account.move.line,VEJ306203117,,
aml_cicsa_2745,account.move.line,VEJ306203117,,
aml_cicsa_2746,account.move.line,VEJ306203117,,
aml_cicsa_2747,account.move.line,VEJ306203117,,
aml_cicsa_2748,account.move.line,VEJ306203117,,
aml_cicsa_2749,account.move.line,VEJ306203117,,
aml_cicsa_2750,account.move.line,,300.00,base.USD
aml_cicsa_2751,account.move.line,,-300.00,base.USD
aml_cicsa_2752,account.move.line,,624.40,base.USD
aml_cicsa_2753,account.move.line,,-624.40,base.USD
aml_cicsa_2754,account.move.line,VEJ002569107,,
aml_cicsa_2755,account.move.line,VEJ002569107,,
aml_cicsa_2756,account.move.line,VEJ302287448,,
aml_cicsa_2757,account.move.line,VEJ302287448,,
aml_cicsa_2758,account.move.line,VEJ302287448,,
aml_cicsa_2759,account.move.line,VEJ302287448,,
aml_cicsa_2760,account.move.line,VEJ302287448,,
aml_cicsa_2761,account.move.line,VEJ302287448,,
aml_cicsa_2762,account.move.line,VEJ302287448,,
aml_cicsa_2763,account.move.line,VEJ302287448,,
aml_cicsa_2764,account.move.line,VEJ302287448,,
aml_cicsa_2765,account.move.line,VEJ302287448,,
aml_cicsa_2766,account.move.line,VEJ302287448,,
aml_cicsa_2767,account.move.line,VEJ302287448,,
aml_cicsa_2768,account.move.line,VEJ302287448,,
aml_cicsa_2769,account.move.line,VEJ302287448,,
aml_cicsa_2770,account.move.line,VEJ302287448,,
aml_cicsa_2771,account.move.line,VEJ302287448,,
