id,model,partner_id:id,amount_currency,currency_id:id
str,str,search;vat,str,ref
aml_cicsa_5746,account.move.line,VEJ306203117,,
aml_cicsa_5747,account.move.line,VEJ306203117,,
aml_cicsa_5748,account.move.line,VEJ306203117,,
aml_cicsa_5749,account.move.line,VEJ306203117,,
aml_cicsa_5750,account.move.line,VEJ306203117,,
aml_cicsa_5751,account.move.line,VEJ306203117,,
aml_cicsa_5752,account.move.line,VEJ306203117,,
aml_cicsa_5753,account.move.line,VEJ306203117,,
aml_cicsa_5754,account.move.line,VEJ306203117,,
aml_cicsa_5755,account.move.line,VEJ306203117,,
aml_cicsa_5756,account.move.line,VEJ306203117,,
aml_cicsa_5757,account.move.line,VEJ306203117,,
aml_cicsa_5758,account.move.line,VEJ306203117,,
aml_cicsa_5759,account.move.line,VEJ306203117,,
aml_cicsa_5760,account.move.line,VEJ306203117,,
aml_cicsa_5761,account.move.line,VEJ306203117,,
aml_cicsa_5762,account.move.line,VEJ306203117,,
aml_cicsa_5763,account.move.line,VEJ306203117,,
aml_cicsa_5764,account.move.line,VEJ306203117,,
aml_cicsa_5765,account.move.line,VEJ306203117,,
aml_cicsa_5766,account.move.line,VEJ306203117,,
aml_cicsa_5767,account.move.line,VEJ306203117,,
aml_cicsa_5768,account.move.line,VEJ306203117,,
aml_cicsa_5769,account.move.line,VEJ306203117,,
aml_cicsa_5770,account.move.line,VEJ306203117,,
aml_cicsa_5771,account.move.line,VEJ306203117,,
aml_cicsa_5772,account.move.line,VEJ313040045,,
aml_cicsa_5773,account.move.line,VEJ313040045,,
aml_cicsa_5774,account.move.line,VEJ313040045,,
aml_cicsa_5775,account.move.line,VEJ313040045,,
aml_cicsa_5776,account.move.line,VEJ313040045,,
aml_cicsa_5777,account.move.line,VEJ313040045,,
aml_cicsa_5778,account.move.line,VEJ313040045,,
aml_cicsa_5779,account.move.line,VEJ313040045,,
aml_cicsa_5780,account.move.line,VEJ313040045,,
aml_cicsa_5781,account.move.line,VEJ313040045,,
aml_cicsa_5782,account.move.line,VEJ313040045,,
aml_cicsa_5783,account.move.line,VEJ313040045,,
aml_cicsa_5784,account.move.line,VEJ313040045,,
aml_cicsa_5785,account.move.line,VEJ313040045,,
aml_cicsa_5786,account.move.line,VEJ313040045,,
aml_cicsa_5787,account.move.line,VEJ298426071,,
aml_cicsa_5788,account.move.line,VEJ298426071,,
aml_cicsa_5789,account.move.line,VEJ298426071,,
aml_cicsa_5790,account.move.line,VEJ298426071,,
aml_cicsa_5791,account.move.line,VEJ298426071,,
aml_cicsa_5792,account.move.line,VEJ301406834,,
aml_cicsa_5793,account.move.line,VEJ301406834,,
aml_cicsa_5794,account.move.line,VEJ301406834,,
aml_cicsa_5795,account.move.line,VEJ301406834,,
aml_cicsa_5796,account.move.line,VEJ301406834,,
